Activity Type,Age,Country,Gender,Month,Number of Records,Shark Species,Year,Is Fatal,Is Provoked
Fishing,29,KENYA,Male,Jan,1,Others,1980,0,Unprovoked
Fishing,29,SOUTH AFRICA,Male,Jan,1,Bull Shark,1980,0,Provoked
Swimming & Diving,,SOUTH AFRICA,Male,Jan,1,Hammerhead Shark,1980,0,Unprovoked
Swimming & Diving,25,SOUTH AFRICA,Male,Jan,1,Sand Tiger,1980,0,Unprovoked
Swimming & Diving,,CHILE,Male,Jan,1,Great White Shark,1980,1,Unprovoked
Fishing,34,NORTH ATLANTIC OCEAN,Male,Jun,1,Others,1980,0,Provoked
Swimming & Diving,,GREECE,Male,Unknown,1,Great White Shark,1980,0,Invalid
Fishing,20,SOUTH AFRICA,Male,Unknown,1,Others,1980,0,Invalid
Fishing,,TONGA,Male,Unknown,1,Others,1980,0,Unprovoked
Swimming & Diving,18,SOUTH AFRICA,Male,Dec,1,Others,1979,0,Unprovoked
Fishing,19,PORTUGAL,Male,Dec,1,Great White Shark,1979,1,Invalid
Swimming & Diving,32,SOUTH CHINA SEA,Male,Dec,1,Others,1979,0,Unprovoked
Swimming & Diving,20,USA,Male,Nov,1,Great White Shark,1979,0,Unprovoked
Fishing,,SOUTH AFRICA,Unknown,Nov,1,Great White Shark,1979,0,Provoked
Fishing,,SOUTH AFRICA,Male,Oct,1,Sand Tiger,1979,0,Provoked
Swimming & Diving,18,AUSTRALIA,Male,Sep,1,Others,1979,0,Unprovoked
Swimming & Diving,21,HONG KONG,Male,Aug,1,Others,1979,1,Unprovoked
Others,16,HONG KONG,Male,Aug,1,Others,1979,1,Unprovoked
Boating,49,USA,Male,Aug,1,Others,1979,0,Unprovoked
Air/Sea Disaster,,THAILAND,Male,Aug,1,Others,1979,1,Unprovoked
Swimming & Diving,56,USA,Male,Jun,1,Others,1979,0,Sea Disaster
Swimming & Diving,36,USA,Male,May,1,Others,1979,1,Invalid
Fishing,25,SOUTH AFRICA,Male,May,1,Great White Shark,1979,0,Provoked
Swimming & Diving,,SOUTH AFRICA,Male,May,1,Others,1979,1,Unprovoked
Fishing,,NEW CALEDONIA,Unknown,May,1,Others,1979,0,Unprovoked
Others,,NEW CALEDONIA,Male,May,1,Others,1979,1,Unprovoked
Swimming & Diving,24,USA,Male,Apr,1,Others,1979,0,Unprovoked
Swimming & Diving,8,USA,Male,Apr,1,Others,1979,0,Unprovoked
Swimming & Diving,27,USA,Male,Mar,1,Blacktip Shark,1979,0,Unprovoked
Swimming & Diving,,USA,Male,Mar,1,Great White Shark,1979,0,Unprovoked
Others,,SOUTH AFRICA,Unknown,Mar,1,Others,1979,0,Boat
Fishing,,NEW CALEDONIA,Male,Mar,1,Others,1979,1,Unprovoked
Fishing,19,SOUTH AFRICA,Male,Feb,1,Great White Shark,1979,0,Unprovoked
Fishing,,USA,Male,Unknown,1,Others,1979,1,Unprovoked
Others,,AUSTRALIA,Male,Dec,1,Others,1978,0,Unprovoked
Fishing,23,SOUTH AFRICA,Male,Dec,1,Great White Shark,1978,1,Unprovoked
Swimming & Diving,,USA,Male,Nov,1,Great White Shark,1978,0,Unprovoked
Swimming & Diving,17,USA,Male,Nov,1,Others,1978,0,Unprovoked
Fishing,,SOUTH AFRICA,Male,Oct,1,Tiger Shark,1978,1,Invalid
Fishing,27,SOUTH AFRICA,Male,Sep,1,Great White Shark,1978,0,Unprovoked
Swimming & Diving,,ITALY,Male,Sep,1,Great White Shark,1978,0,Unprovoked
Swimming & Diving,34,AUSTRALIA,Male,Sep,1,Others,1978,0,Unprovoked
Wading,,USA,Male,Aug,1,Others,1978,0,Unprovoked
Swimming & Diving,27,USA,Male,Aug,1,Others,1978,0,Unprovoked
Boating,39,USA,Male,Jul,1,Others,1978,0,Sea Disaster
Fishing,27,USA,Male,Jul,1,Others,1978,0,Provoked
Swimming & Diving,20,USA,Male,Jun,1,Others,1978,0,Unprovoked
Swimming & Diving,17,USA,Male,Jun,1,Others,1978,0,Unprovoked
Others,,ITALY,Unknown,Jun,1,Great White Shark,1978,0,Invalid
Swimming & Diving,25,MARSHALL ISLANDS,Male,Apr,1,Others,1978,0,Unprovoked
Swimming & Diving,23,MARSHALL ISLANDS,Male,Apr,1,Others,1978,0,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,Apr,1,Great White Shark,1978,0,Unprovoked
Others,,SOUTH AFRICA,Unknown,Mar,1,Others,1978,0,Boat
Fishing,,SOUTH AFRICA,Unknown,Feb,1,Others,1978,0,Unprovoked
Swimming & Diving,,SOUTH AFRICA,Male,Feb,1,Great White Shark,1978,0,Unprovoked
Swimming & Diving,17,SOUTH AFRICA,Male,Jan,1,Blacktip Shark,1978,0,Unprovoked
Others,,SOUTH AFRICA,Male,Jan,1,Tiger Shark,1978,1,Invalid
Swimming & Diving,,USA,Female,Unknown,1,Others,1978,0,Unprovoked
Swimming & Diving,,VANUATU,Female,Unknown,1,Others,1978,1,Unprovoked
Swimming & Diving,49,USA,Male,Dec,1,Others,1977,0,Sea Disaster
Swimming & Diving,27,USA,Male,Dec,1,Others,1977,0,Unprovoked
Swimming & Diving,18,SOUTH AFRICA,Male,Dec,1,Tiger Shark,1977,0,Unprovoked
Fishing,,SOUTH AFRICA,Unknown,Dec,1,Great White Shark,1977,0,Boat
Wading,,SOUTH AFRICA,Male,Nov,1,Others,1977,0,Provoked
Fishing,25,SOUTH AFRICA,Male,Oct,1,Great White Shark,1977,0,Unprovoked
Swimming & Diving,17,AUSTRALIA,Male,Aug,1,Great White Shark,1977,0,Unprovoked
Swimming & Diving,25,AUSTRALIA,Male,Aug,1,Others,1977,1,Unprovoked
Fishing,,SOUTH AFRICA,Male,Aug,1,Great White Shark,1977,0,Boat
Swimming & Diving,20,USA,Male,Aug,1,Great White Shark,1977,0,Unprovoked
Wading,17,USA,Male,Aug,1,Unknown,1977,0,Invalid
War Time,21,USA,Male,Jul,1,Others,1977,0,Sea Disaster
Fishing,27,USA,Male,Jun,1,Bull Shark,1977,0,Provoked
Fishing,25,USA,Male,Jun,1,Bull Shark,1977,0,Unprovoked
Fishing,,SOUTH AFRICA,Male,May,1,Shortfin Mako,1977,0,Boat
Others,,AUSTRALIA,Male,May,1,Others,1977,0,Invalid
Others,,AUSTRALIA,Male,Apr,1,Others,1977,0,Unprovoked
Swimming & Diving,,USA,Male,Apr,1,Others,1977,0,Unprovoked
Swimming & Diving,31,SOUTH AFRICA,Male,Mar,1,Others,1977,0,Unprovoked
War Time,32,AUSTRALIA,Male,Mar,1,Others,1977,0,Sea Disaster
War Time,74,AUSTRALIA,Male,Mar,1,Others,1977,1,Sea Disaster
War Time,45,AUSTRALIA,Male,Mar,1,Others,1977,1,Sea Disaster
Fishing,24,AUSTRALIA,Male,Feb,1,Great White Shark,1977,0,Unprovoked
Others,,AUSTRALIA,Male,Feb,1,Others,1977,1,Invalid
Others,,NEW CALEDONIA,Unknown,Feb,1,Others,1977,0,Unprovoked
Swimming & Diving,,MEXICO,Male,Jan,1,Others,1977,1,Unprovoked
Others,,AUSTRALIA,Male,Dec,1,Others,1976,0,Unprovoked
Swimming & Diving,29,USA,Male,Dec,1,Great White Shark,1976,0,Unprovoked
Fishing,19,SOUTH AFRICA,Male,Nov,1,Great White Shark,1976,0,Unprovoked
Others,,AUSTRALIA,Unknown,Nov,1,Others,1976,1,Invalid
Swimming & Diving,19,USA,Male,Nov,1,Bull Shark,1976,0,Unprovoked
Swimming & Diving,17,SOUTH AFRICA,Male,Nov,1,Others,1976,0,Invalid
Fishing,,SOUTH AFRICA,Unknown,Nov,1,Great White Shark,1976,0,Provoked
Boating,,SOUTH AFRICA,Unknown,Oct,1,Great White Shark,1976,0,Boat
Swimming & Diving,25,USA,Male,Oct,1,Great White Shark,1976,0,Unprovoked
Swimming & Diving,20,SOUTH AFRICA,Male,Oct,1,Great White Shark,1976,0,Unprovoked
Swimming & Diving,,NEW CALEDONIA,Unknown,Sep,1,Others,1976,0,Sea Disaster
Swimming & Diving,27,AUSTRALIA,Male,Sep,1,Others,1976,0,Unprovoked
War Time,,HONG KONG,Male,Sep,1,Others,1976,1,Sea Disaster
Swimming & Diving,16,USA,Male,Sep,1,Others,1976,1,Unprovoked
Swimming & Diving,,USA,Male,Sep,1,Others,1976,1,Unprovoked
Swimming & Diving,15,USA,Male,Sep,1,Tiger Shark,1976,0,Unprovoked
Swimming & Diving,23,USA,Male,Aug,1,Others,1976,0,Unprovoked
Swimming & Diving,19,USA,Male,Aug,1,Great White Shark,1976,0,Unprovoked
Fishing,24,USA,Male,Jul,1,Others,1976,0,Unprovoked
Wading,10,USA,Male,Jul,1,Others,1976,0,Unprovoked
Swimming & Diving,18,USA,Male,Jul,1,Others,1976,1,Unprovoked
Fishing,23,USA,Male,Jul,1,Others,1976,0,Unprovoked
Swimming & Diving,17,USA,Male,Jun,1,Others,1976,0,Unprovoked
Swimming & Diving,,USA,Male,Jun,1,Great White Shark,1976,0,Unprovoked
Fishing,46,ITALY,Male,Jun,1,Blue Shark,1976,0,Provoked
Boating,,AUSTRALIA,Female,Jun,1,Great White Shark,1976,0,Boat
Fishing,,SOUTH AFRICA,Unknown,May,1,Shortfin Mako,1976,0,Boat
Others,,USA,Unknown,Apr,1,Others,1976,1,Invalid
Wading,,USA,Male,Mar,1,Others,1976,0,Unprovoked
Fishing,,SOUTH AFRICA,Unknown,Mar,1,Bronze Whaler Shark,1976,0,Boat
Others,,SOUTH AFRICA,Unknown,Mar,1,Great White Shark,1976,0,Boat
Others,,SOUTH AFRICA,Unknown,Mar,1,Great White Shark,1976,0,Boat
Fishing,,SOUTH AFRICA,Unknown,Feb,1,Great White Shark,1976,0,Boat
Fishing,,SOUTH AFRICA,Unknown,Jan,1,Great White Shark,1976,0,Provoked
Others,,AUSTRALIA,Female,Jan,1,Others,1976,0,Unprovoked
Fishing,,SOUTH AFRICA,Unknown,Jan,1,Great White Shark,1976,0,Provoked
Fishing,25,USA,Male,Jan,1,Others,1976,0,Unprovoked
Fishing,,NEW ZEALAND,Male,Jan,1,Bronze Whaler Shark,1976,1,Unprovoked
Swimming & Diving,,USA,Male,Unknown,1,Others,1976,1,Unprovoked
Fishing,,AUSTRALIA,Unknown,Dec,1,Great White Shark,1975,0,Boat
Fishing,27,USA,Male,Dec,1,Great White Shark,1975,0,Unprovoked
Fishing,35,AUSTRALIA,Male,Dec,1,Nurse Shark,1975,0,Provoked
Wading,20,AUSTRALIA,Male,Nov,1,Others,1975,0,Unprovoked
Wading,33,SOUTH AFRICA,Male,Nov,1,Reef Shark,1975,0,Unprovoked
Others,,AUSTRALIA,Male,Nov,1,Others,1975,0,Unprovoked
Swimming & Diving,18,USA,Male,Nov,1,Others,1975,0,Unprovoked
Fishing,,USA,Male,Oct,1,Unknown,1975,0,Invalid
Swimming & Diving,20,AUSTRALIA,Male,Oct,1,Bronze Whaler Shark,1975,0,Unprovoked
Swimming & Diving,,USA,Unknown,Oct,1,Others,1975,0,Invalid
Boating,21,SOUTH AFRICA,Male,Sep,1,Others,1975,0,Unprovoked
Swimming & Diving,19,SOUTH AFRICA,Male,Aug,1,Great White Shark,1975,0,Unprovoked
Swimming & Diving,20,USA,Male,Aug,1,Great White Shark,1975,0,Unprovoked
Swimming & Diving,44,USA,Male,Aug,1,Great White Shark,1975,0,Unprovoked
Swimming & Diving,24,HONG KONG,Male,Aug,1,Others,1975,0,Unprovoked
Air/Sea Disaster,62,USA,Female,Jul,1,Others,1975,1,Sea Disaster
Swimming & Diving,37,AUSTRALIA,Male,Jul,1,Great White Shark,1975,1,Unprovoked
Swimming & Diving,24,USA,Male,Jul,1,Others,1975,0,Unprovoked
Swimming & Diving,21,AUSTRALIA,Male,Jul,1,Others,1975,0,Unprovoked
Swimming & Diving,23,USA,Male,Jul,1,Great White Shark,1975,0,Unprovoked
Swimming & Diving,34,USA,Male,Jul,1,Great White Shark,1975,0,Unprovoked
Swimming & Diving,14,USA,Female,Jul,1,Others,1975,0,Unprovoked
Fishing,29,AUSTRALIA,Male,Jul,1,Great White Shark,1975,0,Provoked
Swimming & Diving,16,USA,Male,Jul,1,Others,1975,0,Unprovoked
Swimming & Diving,18,USA,Male,Jun,1,Others,1975,0,Unprovoked
Wading,15,USA,Female,Jun,1,Others,1975,0,Unprovoked
Swimming & Diving,27,USA,Male,Jun,1,Others,1975,0,Unprovoked
Swimming & Diving,20,USA,Male,Jun,1,Others,1975,0,Unprovoked
Others,,USA,Male,Jun,1,Others,1975,0,Provoked
Swimming & Diving,17,USA,Male,May,1,Others,1975,0,Unprovoked
Wading,10,USA,Female,May,1,Others,1975,0,Unprovoked
Swimming & Diving,37,ITALY,Male,Apr,1,Others,1975,0,Invalid
Others,,SOUTH AFRICA,Male,Apr,1,Others,1975,1,Invalid
Fishing,,SOUTH AFRICA,Male,Apr,1,Great White Shark,1975,0,Unprovoked
Swimming & Diving,,SOUTH AFRICA,Male,Mar,1,Great White Shark,1975,1,Invalid
Others,,AUSTRALIA,Female,Mar,1,Others,1975,0,Unprovoked
Swimming & Diving,14,USA,Male,Mar,1,Others,1975,0,Unprovoked
Fishing,18,AUSTRALIA,Unknown,Mar,1,Bronze Whaler Shark,1975,0,Provoked
Fishing,,SOUTH AFRICA,Male,Mar,1,Great White Shark,1975,0,Provoked
Air/Sea Disaster,,BANGLADESH,Unknown,Mar,1,Others,1975,1,Sea Disaster
Swimming & Diving,16,SOUTH AFRICA,Male,Feb,1,Great White Shark,1975,0,Unprovoked
Others,,SOUTH AFRICA,Unknown,Feb,1,Shortfin Mako,1975,0,Boat
Fishing,12,AUSTRALIA,Male,Feb,1,Great White Shark,1975,1,Unprovoked
Fishing,45,AUSTRALIA,Male,Feb,1,Wobbegong,1975,0,Unprovoked
Others,,AUSTRALIA,Male,Feb,1,Others,1975,0,Unprovoked
Fishing,12,SOUTH AFRICA,Male,Feb,1,Bronze Whaler Shark,1975,0,Provoked
Swimming & Diving,17,AUSTRALIA,Male,Jan,1,Others,1975,1,Unprovoked
Fishing,25,BERMUDA,Male,Unknown,1,Blue Shark,1975,0,Unprovoked
Others,,REUNION,Male,Unknown,1,Others,1975,1,Unprovoked
Others,32,AUSTRALIA,Unknown,Dec,1,Others,1974,0,Unprovoked
Wading,24,USA,Male,Nov,1,Others,1974,0,Unprovoked
Swimming & Diving,17,USA,Male,Sep,1,Great White Shark,1974,0,Unprovoked
Swimming & Diving,29,USA,Male,Sep,1,Great White Shark,1974,0,Unprovoked
Swimming & Diving,20,ISRAEL,Female,Sep,1,Shortfin Mako,1974,0,Unprovoked
Swimming & Diving,41,USA,Male,Sep,1,Great White Shark,1974,0,Unprovoked
Swimming & Diving,48,USA,Male,Sep,1,Great White Shark,1974,0,Unprovoked
War Time,30,AUSTRALIA,Male,Sep,1,Others,1974,0,Sea Disaster
Swimming & Diving,24,USA,Male,Sep,1,Great White Shark,1974,0,Unprovoked
Swimming & Diving,22,HONG KONG,Male,Aug,1,Others,1974,0,Unprovoked
Swimming & Diving,,HONG KONG,Male,Aug,1,Others,1974,1,Unprovoked
Swimming & Diving,19,HONG KONG,Male,Aug,1,Others,1974,0,Unprovoked
Swimming & Diving,18,HONG KONG,Male,Aug,1,Others,1974,0,Unprovoked
Others,21,CROATIA,Male,Aug,1,Great White Shark,1974,1,Unprovoked
Swimming & Diving,,USA,Male,Aug,1,Great White Shark,1974,0,Unprovoked
Swimming & Diving,36,USA,Male,Jul,1,Great White Shark,1974,0,Unprovoked
Swimming & Diving,17,USA,Male,Jul,1,Others,1974,1,Unprovoked
War Time,10,USA,Male,Jul,1,Great White Shark,1974,1,Sea Disaster
Swimming & Diving,61,USA,Female,Jun,1,Others,1974,0,Unprovoked
Swimming & Diving,45,USA,Male,May,1,Great White Shark,1974,0,Unprovoked
Fishing,,BRAZIL,Male,Apr,1,Others,1974,1,Sea Disaster
Fishing,22,SOUTH AFRICA,Male,Apr,1,Great White Shark,1974,0,Unprovoked
Wading,19,SOUTH AFRICA,Male,Apr,1,Others,1974,0,Unprovoked
Swimming & Diving,11,USA,Female,Apr,1,Others,1974,0,Unprovoked
Swimming & Diving,17,SOUTH AFRICA,Male,Apr,1,Reef Shark,1974,0,Unprovoked
Swimming & Diving,21,SOUTH AFRICA,Male,Mar,1,Others,1974,0,Unprovoked
Fishing,,SOUTH AFRICA,Unknown,Mar,1,Great White Shark,1974,0,Boat
Swimming & Diving,14,SOUTH AFRICA,Male,Feb,1,Others,1974,0,Unprovoked
Swimming & Diving,19,SOUTH AFRICA,Male,Feb,1,Others,1974,0,Unprovoked
Fishing,,SOUTH AFRICA,Unknown,Feb,1,Great White Shark,1974,0,Boat
Fishing,,SOUTH AFRICA,Unknown,Feb,1,Great White Shark,1974,0,Boat
Wading,42,SOUTH AFRICA,Male,Jan,1,Sand Tiger,1974,0,Unprovoked
Swimming & Diving,26,AUSTRALIA,Male,Jan,1,Great White Shark,1974,1,Unprovoked
Swimming & Diving,33,SOUTH AFRICA,Male,Jan,1,Great White Shark,1974,0,Unprovoked
Swimming & Diving,,MOZAMBIQUE,Male,Jan,1,Others,1974,1,Unprovoked
Swimming & Diving,32,MOZAMBIQUE,Male,Jan,1,Others,1974,1,Unprovoked
Fishing,,AUSTRALIA,Male,Jun,1,Bronze Whaler Shark,1974,0,Unprovoked
Others,,CROATIA,Unknown,Unknown,1,Others,1974,1,Unprovoked
Fishing,41,MOZAMBIQUE,Male,Dec,1,Others,1973,0,Unprovoked
Swimming & Diving,20,MOZAMBIQUE,Male,Dec,1,Others,1973,1,Unprovoked
Swimming & Diving,19,PHILIPPINES,Male,Dec,1,Others,1973,1,Unprovoked
Swimming & Diving,,USA,Male,Dec,1,Others,1973,0,Unprovoked
Swimming & Diving,,MEXICO,Male,Dec,1,Others,1973,1,Unprovoked
Others,,AUSTRALIA,Unknown,Nov,1,Others,1973,0,Unprovoked
Swimming & Diving,13,USA,Male,Nov,1,Others,1973,0,Unprovoked
Others,,AUSTRALIA,Unknown,Nov,1,Others,1973,0,Unprovoked
Fishing,,SOUTH AFRICA,Unknown,Sep,1,Others,1973,1,Sea Disaster
Fishing,11,BAHAMAS,Male,Sep,1,Bull Shark,1973,0,Unprovoked
Swimming & Diving,20,HONG KONG,Male,Sep,1,Others,1973,1,Unprovoked
Fishing,37,MEXICO,Male,Sep,1,Great White Shark,1973,1,Unprovoked
Others,,EGYPT,Male,Sep,1,Tiger Shark,1973,0,Unprovoked
Others,21,AUSTRALIA,Unknown,Aug,1,Others,1973,0,Unprovoked
Swimming & Diving,16,AUSTRALIA,Male,Aug,1,Others,1973,0,Unprovoked
Fishing,17,USA,Male,Aug,1,Great White Shark,1973,0,Unprovoked
Swimming & Diving,,HONG KONG,Male,Jun,1,Others,1973,0,Unprovoked
Wading,45,MEXICO,Male,Apr,1,Others,1973,1,Unprovoked
Others,,AUSTRALIA,Male,Mar,1,Others,1973,0,Unprovoked
Fishing,28,MOZAMBIQUE,Male,Mar,1,Others,1973,1,Unprovoked
Fishing,26,SOUTH AFRICA,Male,Mar,1,Blacktip Shark,1973,0,Unprovoked
Swimming & Diving,57,MEXICO,Unknown,Feb,1,Others,1973,1,Unprovoked
Fishing,,SOUTH AFRICA,Male,Jan,1,Others,1973,0,Provoked
Swimming & Diving,,USA,Male,Jan,1,Others,1973,0,Unprovoked
Swimming & Diving,,PALAU,Male,Unknown,1,Tiger Shark,1973,0,Unprovoked
Swimming & Diving,,PALAU,Male,Unknown,1,Reef Shark,1973,0,Unprovoked
Swimming & Diving,13,SOUTH AFRICA,Male,Unknown,1,Others,1973,0,Unprovoked
Wading,29,SOUTH AFRICA,Male,Dec,1,Others,1972,0,Unprovoked
Swimming & Diving,25,MOZAMBIQUE,Male,Dec,1,Others,1972,0,Unprovoked
Swimming & Diving,17,MEXICO,Male,Dec,1,Others,1972,1,Unprovoked
Swimming & Diving,,SOUTH AFRICA,Male,Dec,1,Great White Shark,1972,0,Unprovoked
Others,,AUSTRALIA,Male,Dec,1,Others,1972,0,Unprovoked
Others,24,AUSTRALIA,Unknown,Dec,1,Others,1972,0,Provoked
Fishing,,REUNION,Unknown,Dec,1,Others,1972,1,Unprovoked
Fishing,24,AUSTRALIA,Male,Oct,1,Others,1972,0,Unprovoked
Swimming & Diving,19,AUSTRALIA,Male,Oct,1,Bronze Whaler Shark,1972,0,Unprovoked
Swimming & Diving,,USA,Male,Oct,1,Oceanic Whitetip,1972,1,Unprovoked
Swimming & Diving,17,USA,Male,Oct,1,Others,1972,0,Unprovoked
Swimming & Diving,17,NEW ZEALAND,Male,Oct,1,Others,1972,0,Unprovoked
Swimming & Diving,,USA,Male,Sep,1,Great White Shark,1972,0,Unprovoked
Swimming & Diving,20,MOZAMBIQUE,Female,Sep,1,Others,1972,0,Invalid
Swimming & Diving,15,USA,Male,Aug,1,Others,1972,0,Unprovoked
Fishing,,USA,Male,Aug,1,Great White Shark,1972,0,Unprovoked
Swimming & Diving,45,AUSTRALIA,Male,Aug,1,Great White Shark,1972,0,Unprovoked
Swimming & Diving,,USA,Unknown,Jul,1,Others,1972,0,Invalid
Others,,AUSTRALIA,Male,Jun,1,Others,1972,1,Unprovoked
Others,,AUSTRALIA,Male,Jun,1,Others,1972,1,Unprovoked
Swimming & Diving,22,USA,Male,Jun,1,Great White Shark,1972,0,Unprovoked
Swimming & Diving,32,USA,Male,May,1,Great White Shark,1972,0,Unprovoked
Fishing,27,FRENCH POLYNESIA,Male,May,1,Great White Shark,1972,0,Unprovoked
Swimming & Diving,25,WESTERN SAMOA,Male,Apr,1,Tiger Shark,1972,1,Unprovoked
Others,,AUSTRALIA,Female,Apr,1,Others,1972,0,Unprovoked
Swimming & Diving,19,MOZAMBIQUE,Male,Apr,1,Others,1972,1,Unprovoked
Fishing,33,PACIFIC OCEAN,Male,Mar,1,Others,1972,0,Provoked
Fishing,,USA,Male,Mar,1,Others,1972,0,Unprovoked
Swimming & Diving,18,AUSTRALIA,Male,Feb,1,Others,1972,0,Unprovoked
Others,,AUSTRALIA,Unknown,Feb,1,Others,1972,0,Unprovoked
Swimming & Diving,20,SOUTH AFRICA,Male,Jan,1,Others,1972,1,Unprovoked
Wading,30,SOUTH AFRICA,Female,Jan,1,Bull Shark,1972,0,Unprovoked
Wading,24,MOZAMBIQUE,Male,Jan,1,Great White Shark,1972,0,Unprovoked
Swimming & Diving,,FRANCE,Unknown,Unknown,1,Great White Shark,1972,0,Unprovoked
Fishing,,MARSHALL ISLANDS,Male,Unknown,1,Reef Shark,1972,0,Unprovoked
Others,22,AUSTRALIA,Unknown,Dec,1,Others,1971,0,Unprovoked
Swimming & Diving,16,SOUTH AFRICA,Female,Dec,1,Great White Shark,1971,0,Unprovoked
Others,20,AUSTRALIA,Male,Dec,1,Others,1971,1,Unprovoked
Swimming & Diving,20,HONG KONG,Male,Nov,1,Others,1971,0,Unprovoked
Others,20,AUSTRALIA,Unknown,Oct,1,Others,1971,0,Provoked
Swimming & Diving,18,USA,Male,Oct,1,Others,1971,0,Unprovoked
Swimming & Diving,25,SOUTH AFRICA,Male,Oct,1,Great White Shark,1971,0,Unprovoked
Swimming & Diving,30,USA,Male,Oct,1,Great White Shark,1971,0,Unprovoked
Swimming & Diving,17,USA,Unknown,Sep,1,Others,1971,0,Unprovoked
Swimming & Diving,34,CROATIA,Male,Sep,1,Great White Shark,1971,1,Unprovoked
Fishing,51,AUSTRALIA,Male,Sep,1,Others,1971,1,Unprovoked
Fishing,26,AUSTRALIA,Male,Aug,1,Nurse Shark,1971,0,Provoked
Wading,8,USA,Male,Jul,1,Others,1971,0,Unprovoked
Swimming & Diving,,USA,Male,Jul,1,Great White Shark,1971,0,Unprovoked
Swimming & Diving,21,SOUTH AFRICA,Male,Jun,1,Great White Shark,1971,0,Unprovoked
Swimming & Diving,32,BRITISH ISLES,Male,Jun,1,Great White Shark,1971,0,Unprovoked
Swimming & Diving,16,KENYA,Male,Apr,1,Others,1971,0,Unprovoked
Swimming & Diving,,SOUTH AFRICA,Male,Apr,1,Great White Shark,1971,1,Unprovoked
Swimming & Diving,19,MEXICO,Male,Apr,1,Others,1971,1,Unprovoked
Others,14,VENEZUELA,Male,Apr,1,Others,1971,1,Unprovoked
Others,66,VENEZUELA,Male,Apr,1,Others,1971,1,Unprovoked
Swimming & Diving,,MOZAMBIQUE,Unknown,Apr,1,Others,1971,1,Sea Disaster
Swimming & Diving,16,NEW ZEALAND,Male,Mar,1,Great White Shark,1971,0,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,Jan,1,Others,1971,0,Unprovoked
Swimming & Diving,15,AUSTRALIA,Male,Unknown,1,Great White Shark,1971,0,Unprovoked
Others,,IRAN,Male,Unknown,1,Others,1971,0,Unprovoked
Others,,IRAN,Male,Unknown,1,Others,1971,0,Unprovoked
Fishing,18,MOZAMBIQUE,Male,Dec,1,Others,1970,1,Unprovoked
Fishing,,MOZAMBIQUE,Male,Dec,1,Others,1970,1,Unprovoked
Fishing,,MICRONESIA,Male,Dec,1,Others,1970,0,Unprovoked
Swimming & Diving,41,USA,Male,Dec,1,Others,1970,0,Sea Disaster
Others,,,Male,Nov,1,Others,1970,0,Unprovoked
Swimming & Diving,,USA,Male,Oct,1,Others,1970,0,Unprovoked
Swimming & Diving,,USA,Male,Oct,1,Others,1970,0,Unprovoked
Swimming & Diving,43,MICRONESIA,Male,Sep,1,Others,1970,0,Unprovoked
Fishing,20,PALAU,Male,Sep,1,Others,1970,0,Provoked
Swimming & Diving,18,USA,Male,Sep,1,Others,1970,0,Unprovoked
Others,20,AUSTRALIA,Male,Sep,1,Others,1970,0,Provoked
Swimming & Diving,,USA,Male,Sep,1,Others,1970,0,Unprovoked
Swimming & Diving,,USA,Male,Sep,1,Others,1970,0,Unprovoked
War Time,,,Unknown,Aug,1,Others,1970,1,Invalid
Others,,,Male,Jul,1,Shortfin Mako,1970,0,Unprovoked
Fishing,13,USA,Male,Jun,1,Others,1970,0,Provoked
Swimming & Diving,25,SOUTH AFRICA,Male,Jun,1,Sand Tiger,1970,0,Provoked
Wading,16,GRENADA,Male,Jun,1,Others,1970,1,Unprovoked
Wading,18,GRENADA,Male,Jun,1,Others,1970,1,Unprovoked
Air/Sea Disaster,,PHILIPPINES,Unknown,Jun,1,Others,1970,1,Sea Disaster
Swimming & Diving,14,GRENADA,Male,Apr,1,Others,1970,1,Unprovoked
Swimming & Diving,,,Male,Apr,1,Wobbegong,1970,0,Provoked
Swimming & Diving,,SOLOMON ISLANDS,Male,Apr,1,Wobbegong,1970,0,Unprovoked
Swimming & Diving,,USA,Male,Mar,1,Great White Shark,1970,1,Invalid
Wading,19,USA,Male,Mar,1,Others,1970,0,Unprovoked
Wading,8,,Female,Feb,1,Wobbegong,1970,0,Unprovoked
Swimming & Diving,14,MOZAMBIQUE,Male,Jan,1,Others,1970,0,Unprovoked
Swimming & Diving,16,MOZAMBIQUE,Male,Jan,1,Bull Shark,1970,0,Unprovoked
Swimming & Diving,12,MOZAMBIQUE,Male,Jan,1,Bull Shark,1970,0,Unprovoked
Swimming & Diving,10,MOZAMBIQUE,Male,Jan,1,Bull Shark,1970,0,Unprovoked
Air/Sea Disaster,,EGYPT,Male,Jan,1,Others,1970,1,Sea Disaster
Swimming & Diving,22,MEXICO,Male,Jan,1,Others,1970,0,Unprovoked
Fishing,,ENGLAND,Male,Jan,1,Blue Shark,1970,0,Unprovoked
Swimming & Diving,15,PAPUA NEW GUINEA,Male,Jan,1,Others,1970,0,Unprovoked
Fishing,,SRI LANKA,Male,Unknown,1,Others,1970,0,Unprovoked
Fishing,,SPAIN,Male,Unknown,1,Blue Shark,1970,0,Unprovoked
Fishing,,ITALY,Male,Unknown,1,Great White Shark,1970,0,Boat
Fishing,,CROATIA,Male,Unknown,1,Great White Shark,1970,0,Unprovoked
